Year,Ceremony,Award,Winner,Name,Film
2010,83,Music (Original Song),0,"""I See The Light"" from Tangled",Music by Alan Menken; Lyric by Glenn Slater
2010,83,Music (Original Song),0,"""If I Rise"" from 127 Hours",Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong
2010,83,Music (Original Song),1,"""We Belong Together"" from Toy Story 3",Music and Lyric by Randy Newman
2010,83,Best Picture,0,Black Swan ,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers"
2010,83,Best Picture,0,The Fighter ,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers"
2010,83,Best Picture,0,Inception ,"Emma Thomas and Christopher Nolan, Producers"
2010,83,Best Picture,0,The Kids Are All Right ,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers"
2010,83,Best Picture,1,The King's Speech ,"Iain Canning, Emile Sherman and Gareth Unwin, Producers"
2010,83,Best Picture,0,127 Hours ,"Christian Colson, Danny Boyle and John Smithson, Producers"
2010,83,Best Picture,0,The Social Network ,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers"
2010,83,Best Picture,0,Toy Story 3 ,"Darla K. Anderson, Producer"
2010,83,Best Picture,0,True Grit ,"Scott Rudin, Ethan Coen and Joel Coen, Producers"
2010,83,Best Picture,0,Winter's Bone ,"Anne Rosellini and Alix Madigan-Yorkin, Producers"
2010,83,Short Film (Animated),0,Day & Night ,Teddy Newton
2010,83,Short Film (Animated),0,The Gruffalo ,Jakob Schuh and Max Lang
2010,83,Short Film (Animated),0,Let's Pollute ,Geefwee Boedoe
2010,83,Short Film (Animated),1,The Lost Thing ,Shaun Tan and Andrew Ruhemann
2010,83,Short Film (Animated),0,"Madagascar, carnet de voyage (Madagascar, a Journey Diary) ",Bastien Dubois
2010,83,Short Film (Live Action),0,The Confession ,Tanel Toom
2010,83,Short Film (Live Action),0,The Crush ,Michael Creagh
2010,83,Short Film (Live Action),1,God of Love ,Luke Matheny
2010,83,Short Film (Live Action),0,Na Wewe ,Ivan Goldschmidt
2010,83,Short Film (Live Action),0,Wish 143 ,Ian Barnes and Samantha Waite
2010,83,Sound Editing,1,Inception ,Richard King
2010,83,Sound Editing,0,Toy Story 3 ,Tom Myers and Michael Silvers
2010,83,Sound Editing,0,Tron: Legacy ,Gwendolyn Yates Whittle and Addison Teague
2010,83,Sound Editing,0,True Grit ,Skip Lievsay and Craig Berkey
2010,83,Sound Editing,0,Unstoppable ,Mark P. Stoeckinger
2010,83,Sound Mixing,1,Inception ,"Lora Hirschberg, Gary A. Rizzo and Ed Novick"
2010,83,Sound Mixing,0,The King's Speech ,"Paul Hamblin, Martin Jensen and John Midgley"
2010,83,Sound Mixing,0,Salt ,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin"
2010,83,Sound Mixing,0,The Social Network ,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten"
2010,83,Sound Mixing,0,True Grit ,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland"
2010,83,Visual Effects,0,Alice in Wonderland ,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips"
2010,83,Visual Effects,0,Harry Potter and the Deathly Hallows Part 1 ,"Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi"
2010,83,Visual Effects,0,Hereafter ,"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell"
2010,83,Visual Effects,1,Inception ,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb"
2010,83,Visual Effects,0,Iron Man 2 ,"Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick"
2010,83,Writing (Adapted Screenplay),0,127 Hours ,Screenplay by Danny Boyle & Simon Beaufoy
2010,83,Writing (Adapted Screenplay),1,The Social Network ,Screenplay by Aaron Sorkin
2010,83,Writing (Adapted Screenplay),0,Toy Story 3 ,"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich"
2010,83,Writing (Adapted Screenplay),0,True Grit ,Written for the screen by Joel Coen & Ethan Coen
2010,83,Writing (Adapted Screenplay),0,Winter's Bone ,Adapted for the screen by Debra Granik & Anne Rosellini
2010,83,Writing (Original Screenplay),0,Another Year ,Written by Mike Leigh
2010,83,Writing (Original Screenplay),0,The Fighter ,Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson
2010,83,Writing (Original Screenplay),0,Inception ,Written by Christopher Nolan
2010,83,Writing (Original Screenplay),0,The Kids Are All Right ,Written by Lisa Cholodenko & Stuart Blumberg
2010,83,Writing (Original Screenplay),1,The King's Speech ,Screenplay by David Seidler
2010,83,Honorary Award,1,Kevin Brownlow,
2010,83,Honorary Award,1,Jean-Luc Godard,
2010,83,Honorary Award,1,Eli Wallach,
2010,83,Irving G. Thalberg Memorial Award,1,Francis Ford Coppola,
2010,83,John A. Bonner Medal of Commendation,1,Denny Clairmont,
2011,84,Actor in a Leading Role,0,Demián Bichir,A Better Life
2011,84,Actor in a Leading Role,0,George Clooney,The Descendants
2011,84,Actor in a Leading Role,1,Jean Dujardin,The Artist
2011,84,Actor in a Leading Role,0,Gary Oldman,Tinker Tailor Soldier Spy
2011,84,Actor in a Leading Role,0,Brad Pitt,Moneyball
2011,84,Actor in a Supporting Role,0,Kenneth Branagh,My Week with Marilyn
2011,84,Actor in a Supporting Role,0,Jonah Hill,Moneyball
2011,84,Actor in a Supporting Role,0,Nick Nolte,Warrior
2011,84,Actor in a Supporting Role,1,Christopher Plummer,Beginners
2011,84,Actor in a Supporting Role,0,Max von Sydow,Extremely Loud & Incredibly Close
2011,84,Actress in a Leading Role,0,Glenn Close,Albert Nobbs
2011,84,Actress in a Leading Role,0,Viola Davis,The Help
2011,84,Actress in a Leading Role,0,Rooney Mara,The Girl with the Dragon Tattoo
2011,84,Actress in a Leading Role,1,Meryl Streep,The Iron Lady
2011,84,Actress in a Leading Role,0,Michelle Williams,My Week with Marilyn
2011,84,Actress in a Supporting Role,0,Bérénice Bejo,The Artist
2011,84,Actress in a Supporting Role,0,Jessica Chastain,The Help
2011,84,Actress in a Supporting Role,0,Melissa McCarthy,Bridesmaids
2011,84,Actress in a Supporting Role,0,Janet McTeer,Albert Nobbs
2011,84,Actress in a Supporting Role,1,Octavia Spencer,The Help
2011,84,Animated Feature Film,0,A Cat in Paris ,Alain Gagnol and Jean-Loup Felicioli
2011,84,Animated Feature Film,0,Chico & Rita ,Fernando Trueba and Javier Mariscal
2011,84,Animated Feature Film,0,Kung Fu Panda 2 ,Jennifer Yuh Nelson
2011,84,Animated Feature Film,0,Puss in Boots ,Chris Miller
2011,84,Animated Feature Film,1,Rango ,Gore Verbinski
2011,84,Art Direction,0,The Artist ,Production Design: Laurence Bennett; Set Decoration: Robert Gould
2011,84,Art Direction,0,Harry Potter and the Deathly Hallows Part 2 ,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan
2011,84,Art Direction,1,Hugo ,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo
2011,84,Art Direction,0,Midnight in Paris ,Production Design: Anne Seibel; Set Decoration: Hélène Dubreuil
2011,84,Art Direction,0,War Horse ,Production Design: Rick Carter; Set Decoration: Lee Sandales
2011,84,Cinematography,0,The Artist ,Guillaume Schiffman
2011,84,Cinematography,0,The Girl with the Dragon Tattoo ,Jeff Cronenweth
2011,84,Cinematography,1,Hugo ,Robert Richardson
2011,84,Cinematography,0,The Tree of Life ,Emmanuel Lubezki
2011,84,Cinematography,0,War Horse ,Janusz Kaminski
2011,84,Costume Design,0,Anonymous ,Lisy Christl
2011,84,Costume Design,1,The Artist ,Mark Bridges
2011,84,Costume Design,0,Hugo ,Sandy Powell
2011,84,Costume Design,0,Jane Eyre ,Michael O'Connor
2011,84,Costume Design,0,W.E. ,Arianne Phillips
2011,84,Directing,1,The Artist ,Michel Hazanavicius
2011,84,Directing,0,The Descendants ,Alexander Payne
2011,84,Directing,0,Hugo ,Martin Scorsese
2011,84,Directing,0,Midnight in Paris ,Woody Allen
2011,84,Directing,0,The Tree of Life ,Terrence Malick
2011,84,Documentary (Feature),0,Hell and Back Again ,Danfung Dennis and Mike Lerner
2011,84,Documentary (Feature),0,If a Tree Falls: A Story of the Earth Liberation Front ,Marshall Curry and Sam Cullman
2011,84,Documentary (Feature),0,Paradise Lost 3: Purgatory ,Joe Berlinger and Bruce Sinofsky
2011,84,Documentary (Feature),0,Pina ,Wim Wenders and Gian-Piero Ringel
2011,84,Documentary (Feature),1,Undefeated ,"TJ Martin, Dan Lindsay and Rich Middlemas"
2011,84,Documentary (Short Subject),0,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement ,Robin Fryday and Gail Dolgin
2011,84,Documentary (Short Subject),0,God Is the Bigger Elvis ,Rebecca Cammisa and Julie Anderson
2011,84,Documentary (Short Subject),0,Incident in New Baghdad ,James Spione
2011,84,Documentary (Short Subject),1,Saving Face ,Daniel Junge and Sharmeen Obaid-Chinoy
2011,84,Documentary (Short Subject),0,The Tsunami and the Cherry Blossom ,Lucy Walker and Kira Carstensen
2011,84,Film Editing,0,The Artist ,Anne-Sophie Bion and Michel Hazanavicius
2011,84,Film Editing,0,The Descendants ,Kevin Tent
2011,84,Film Editing,1,The Girl with the Dragon Tattoo ,Kirk Baxter and Angus Wall
2011,84,Film Editing,0,Hugo ,Thelma Schoonmaker
2011,84,Film Editing,0,Moneyball ,Christopher Tellefsen
2011,84,Foreign Language Film,0,Bullhead ,Belgium
2011,84,Foreign Language Film,0,Footnote ,Israel
2011,84,Foreign Language Film,0,In Darkness ,Poland
2011,84,Foreign Language Film,0,Monsieur Lazhar ,Canada
2011,84,Foreign Language Film,1,A Separation ,Iran
2011,84,Makeup,0,Albert Nobbs ,"Martial Corneville, Lynn Johnston and Matthew W. Mungle"
2011,84,Makeup,0,Harry Potter and the Deathly Hallows Part 2 ,"Nick Dudman, Amanda Knight and Lisa Tomblin"
2011,84,Makeup,1,The Iron Lady ,Mark Coulier and J. Roy Helland
2011,84,Music (Original Score),0,The Adventures of Tintin ,John Williams
2011,84,Music (Original Score),1,The Artist ,Ludovic Bource
2011,84,Music (Original Score),0,Hugo ,Howard Shore
2011,84,Music (Original Score),0,Tinker Tailor Soldier Spy ,Alberto Iglesias
2011,84,Music (Original Score),0,War Horse ,John Williams
2011,84,Music (Original Song),1,"""Man Or Muppet"" from The Muppets",Music and Lyric by Bret McKenzie
2011,84,Music (Original Song),0,"""Real In Rio"" from Rio",Music by Sergio Mendes and Carlinhos Brown; Lyric by Siedah Garrett
2011,84,Best Picture,1,The Artist ,"Thomas Langmann, Producer"
2011,84,Best Picture,0,The Descendants ,"Jim Burke, Alexander Payne and Jim Taylor, Producers"
2011,84,Best Picture,0,Extremely Loud & Incredibly Close ,"Scott Rudin, Producer"
2011,84,Best Picture,0,The Help ,"Brunson Green, Chris Columbus and Michael Barnathan, Producers"
2011,84,Best Picture,0,Hugo ,"Graham King and Martin Scorsese, Producers"
2011,84,Best Picture,0,Midnight in Paris ,"Letty Aronson and Stephen Tenenbaum, Producers"
2011,84,Best Picture,0,Moneyball ,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers"
2011,84,Best Picture,0,The Tree of Life ,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers"
2011,84,Best Picture,0,War Horse ,"Steven Spielberg and Kathleen Kennedy, Producers"
2011,84,Short Film (Animated),0,Dimanche/Sunday ,Patrick Doyon
2011,84,Short Film (Animated),1,The Fantastic Flying Books of Mr. Morris Lessmore ,William Joyce and Brandon Oldenburg
2011,84,Short Film (Animated),0,La Luna ,Enrico Casarosa
2011,84,Short Film (Animated),0,A Morning Stroll ,Grant Orchard and Sue Goffe
2011,84,Short Film (Animated),0,Wild Life ,Amanda Forbis and Wendy Tilby
2011,84,Short Film (Live Action),0,Pentecost ,Peter McDonald and Eimear O'Kane
2011,84,Short Film (Live Action),0,Raju ,Max Zähle and Stefan Gieren
2011,84,Short Film (Live Action),1,The Shore ,Terry George and Oorlagh George
2011,84,Short Film (Live Action),0,Time Freak ,Andrew Bowler and Gigi Causey
2011,84,Short Film (Live Action),0,Tuba Atlantic ,Hallvar Witzø
2011,84,Sound Editing,0,Drive ,Lon Bender and Victor Ray Ennis
2011,84,Sound Editing,0,The Girl with the Dragon Tattoo ,Ren Klyce
2011,84,Sound Editing,1,Hugo ,Philip Stockton and Eugene Gearty
2011,84,Sound Editing,0,Transformers: Dark of the Moon ,Ethan Van der Ryn and Erik Aadahl
2011,84,Sound Editing,0,War Horse ,Richard Hymns and Gary Rydstrom
2011,84,Sound Mixing,0,The Girl with the Dragon Tattoo ,"David Parker, Michael Semanick, Ren Klyce and Bo Persson"
2011,84,Sound Mixing,1,Hugo ,Tom Fleischman and John Midgley
2011,84,Sound Mixing,0,Moneyball ,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick"
2011,84,Sound Mixing,0,Transformers: Dark of the Moon ,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin"
2011,84,Sound Mixing,0,War Horse ,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson"
2011,84,Visual Effects,0,Harry Potter and the Deathly Hallows Part 2 ,"Tim Burke, David Vickery, Greg Butler and John Richardson"
2011,84,Visual Effects,1,Hugo ,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning"
2011,84,Visual Effects,0,Real Steel ,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg"
2011,84,Visual Effects,0,Rise of the Planet of the Apes ,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett"
2011,84,Visual Effects,0,Transformers: Dark of the Moon ,"Scott Farrar, Scott Benza, Matthew Butler and John Frazier"
2011,84,Writing (Adapted Screenplay),1,The Descendants ,Screenplay by Alexander Payne and Nat Faxon & Jim Rash
2011,84,Writing (Adapted Screenplay),0,Hugo ,Screenplay by John Logan
2011,84,Writing (Adapted Screenplay),0,The Ides of March ,Screenplay by George Clooney & Grant Heslov and Beau Willimon
2011,84,Writing (Adapted Screenplay),0,Moneyball ,Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin
2011,84,Writing (Adapted Screenplay),0,Tinker Tailor Soldier Spy ,Screenplay by Bridget O'Connor & Peter Straughan
2011,84,Writing (Original Screenplay),0,The Artist ,Written by Michel Hazanavicius
2011,84,Writing (Original Screenplay),0,Bridesmaids ,Written by Annie Mumolo & Kristen Wiig
2011,84,Writing (Original Screenplay),0,Margin Call ,Written by J.C. Chandor
2011,84,Writing (Original Screenplay),1,Midnight in Paris ,Written by Woody Allen
2011,84,Writing (Original Screenplay),0,A Separation ,Written by Asghar Farhadi
2011,84,Jean Hersholt Humanitarian Award,1,Oprah Winfrey,
2011,84,Honorary Award,1,James Earl Jones.,
2011,84,Honorary Award,1,Dick Smith,
2011,84,Gordon E. Sawyer Award,1,Douglas Trumbull,
2011,84,John A. Bonner Medal of Commendation,1,Jonathan Erland,
2012,85,Actor in a Leading Role,0,Bradley Cooper,Silver Linings Playbook
2012,85,Actor in a Leading Role,1,Daniel Day-Lewis,Lincoln
2012,85,Actor in a Leading Role,0,Hugh Jackman,Les Misérables
2012,85,Actor in a Leading Role,0,Joaquin Phoenix,The Master
2012,85,Actor in a Leading Role,0,Denzel Washington,Flight
2012,85,Actor in a Supporting Role,0,Alan Arkin,Argo
2012,85,Actor in a Supporting Role,0,Robert De Niro,Silver Linings Playbook
2012,85,Actor in a Supporting Role,0,Philip Seymour Hoffman,The Master
2012,85,Actor in a Supporting Role,0,Tommy Lee Jones,Lincoln
2012,85,Actor in a Supporting Role,1,Christoph Waltz,Django Unchained
2012,85,Actress in a Leading Role,0,Jessica Chastain,Zero Dark Thirty
2012,85,Actress in a Leading Role,1,Jennifer Lawrence,Silver Linings Playbook
2012,85,Actress in a Leading Role,0,Emmanuelle Riva,Amour
2012,85,Actress in a Leading Role,0,Quvenzhané Wallis,Beasts of the Southern Wild
2012,85,Actress in a Leading Role,0,Naomi Watts,The Impossible
2012,85,Actress in a Supporting Role,0,Amy Adams,The Master
2012,85,Actress in a Supporting Role,0,Sally Field,Lincoln
2012,85,Actress in a Supporting Role,1,Anne Hathaway,Les Misérables
2012,85,Actress in a Supporting Role,0,Helen Hunt,The Sessions
2012,85,Actress in a Supporting Role,0,Jacki Weaver,Silver Linings Playbook
2012,85,Animated Feature Film,1,Brave ,Mark Andrews and Brenda Chapman
2012,85,Animated Feature Film,0,Frankenweenie ,Tim Burton
2012,85,Animated Feature Film,0,ParaNorman ,Sam Fell and Chris Butler
2012,85,Animated Feature Film,0,The Pirates! Band of Misfits ,Peter Lord
2012,85,Animated Feature Film,0,Wreck-It Ralph ,Rich Moore
2012,85,Cinematography,0,Anna Karenina ,Seamus McGarvey
2012,85,Cinematography,0,Django Unchained ,Robert Richardson
2012,85,Cinematography,1,Life of Pi ,Claudio Miranda
2012,85,Cinematography,0,Lincoln ,Janusz Kaminski
2012,85,Cinematography,0,Skyfall ,Roger Deakins
2012,85,Costume Design,1,Anna Karenina ,Jacqueline Durran
2012,85,Costume Design,0,Les Misérables ,Paco Delgado
2012,85,Costume Design,0,Lincoln ,Joanna Johnston
2012,85,Costume Design,0,Mirror Mirror ,Eiko Ishioka
2012,85,Costume Design,0,Snow White and the Huntsman ,Colleen Atwood
2012,85,Directing,0,Amour ,Michael Haneke
2012,85,Directing,0,Beasts of the Southern Wild ,Benh Zeitlin
2012,85,Directing,1,Life of Pi ,Ang Lee
2012,85,Directing,0,Lincoln ,Steven Spielberg
2012,85,Directing,0,Silver Linings Playbook ,David O. Russell
2012,85,Documentary (Feature),0,5 Broken Cameras ,Emad Burnat and Guy Davidi
2012,85,Documentary (Feature),0,The Gatekeepers ,"Dror Moreh, Philippa Kowarsky and Estelle Fialon"
2012,85,Documentary (Feature),0,How to Survive a Plague ,David France and Howard Gertler
2012,85,Documentary (Feature),0,The Invisible War ,Kirby Dick and Amy Ziering
2012,85,Documentary (Feature),1,Searching for Sugar Man ,Malik Bendjelloul and Simon Chinn
2012,85,Documentary (Short Subject),1,Inocente ,Sean Fine and Andrea Nix Fine
2012,85,Documentary (Short Subject),0,Kings Point ,Sari Gilman and Jedd Wider
2012,85,Documentary (Short Subject),0,Mondays at Racine ,Cynthia Wade and Robin Honan
2012,85,Documentary (Short Subject),0,Open Heart ,Kief Davidson and Cori Shepherd Stern
2012,85,Documentary (Short Subject),0,Redemption ,Jon Alpert and Matthew O'Neill
2012,85,Film Editing,1,Argo ,William Goldenberg
2012,85,Film Editing,0,Life of Pi ,Tim Squyres
2012,85,Film Editing,0,Lincoln ,Michael Kahn
2012,85,Film Editing,0,Silver Linings Playbook ,Jay Cassidy and Crispin Struthers
2012,85,Film Editing,0,Zero Dark Thirty ,Dylan Tichenor and William Goldenberg
2012,85,Foreign Language Film,1,Amour ,Austria
2012,85,Foreign Language Film,0,Kon-Tiki ,Norway
2012,85,Foreign Language Film,0,No ,Chile
2012,85,Foreign Language Film,0,A Royal Affair ,Denmark
2012,85,Foreign Language Film,0,War Witch ,Canada
2012,85,Makeup and Hairstyling,0,Hitchcock ,"Howard Berger, Peter Montagna and Martin Samuel"
2012,85,Makeup and Hairstyling,0,The Hobbit: An Unexpected Journey ,"Peter Swords King, Rick Findlater and Tami Lane"
2012,85,Makeup and Hairstyling,1,Les Misérables ,Lisa Westcott and Julie Dartnell
2012,85,Music (Original Score),0,Anna Karenina ,Dario Marianelli
2012,85,Music (Original Score),0,Argo ,Alexandre Desplat
2012,85,Music (Original Score),1,Life of Pi ,Mychael Danna
2012,85,Music (Original Score),0,Lincoln ,John Williams
2012,85,Music (Original Score),0,Skyfall ,Thomas Newman
2012,85,Music (Original Song),0,"""Before My Time"" from Chasing Ice",Music and Lyric by J. Ralph
2012,85,Music (Original Song),0,"""Everybody Needs A Best Friend"" from Ted",Music by Walter Murphy; Lyric by Seth MacFarlane
2012,85,Music (Original Song),0,"""Pi's Lullaby"" from Life of Pi",Music by Mychael Danna; Lyric by Bombay Jayashri
2012,85,Music (Original Song),1,"""Skyfall"" from Skyfall",Music and Lyric by Adele Adkins and Paul Epworth
2012,85,Music (Original Song),0,"""Suddenly"" from Les Misérables",Music by Claude-Michel Schönberg; Lyric by Herbert Kretzmer and Alain Boublil
2012,85,Best Picture,0,Amour ,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers"
2012,85,Best Picture,1,Argo ,"Grant Heslov, Ben Affleck and George Clooney, Producers"
2012,85,Best Picture,0,Beasts of the Southern Wild ,"Dan Janvey, Josh Penn and Michael Gottwald, Producers"
2012,85,Best Picture,0,Django Unchained ,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers"
2012,85,Best Picture,0,Les Misérables ,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers"
2012,85,Best Picture,0,Life of Pi ,"Gil Netter, Ang Lee and David Womark, Producers"
2012,85,Best Picture,0,Lincoln ,"Steven Spielberg and Kathleen Kennedy, Producers"
2012,85,Best Picture,0,Silver Linings Playbook ,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers"
2012,85,Best Picture,0,Zero Dark Thirty ,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers"
2012,85,Production Design,0,Anna Karenina ,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer
2012,85,Production Design,0,The Hobbit: An Unexpected Journey ,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright
2012,85,Production Design,0,Les Misérables ,Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson
2012,85,Production Design,0,Life of Pi ,Production Design: David Gropman; Set Decoration: Anna Pinnock
2012,85,Production Design,1,Lincoln ,Production Design: Rick Carter; Set Decoration: Jim Erickson
2012,85,Short Film (Animated),0,Adam and Dog ,Minkyu Lee
2012,85,Short Film (Animated),0,Fresh Guacamole ,PES
2012,85,Short Film (Animated),0,Head over Heels ,Timothy Reckart and Fodhla Cronin O'Reilly
2012,85,Short Film (Animated),0,"Maggie Simpson in ""The Longest Daycare"" ",David Silverman
2012,85,Short Film (Animated),1,Paperman ,John Kahrs
2012,85,Short Film (Live Action),0,Asad ,Bryan Buckley and Mino Jarjoura
2012,85,Short Film (Live Action),0,Buzkashi Boys ,Sam French and Ariel Nasr
2012,85,Short Film (Live Action),1,Curfew ,Shawn Christensen
2012,85,Short Film (Live Action),0,Death of a Shadow (Dood van een Schaduw) ,Tom Van Avermaet and Ellen De Waele
2012,85,Short Film (Live Action),0,Henry ,Yan England
2012,85,Sound Editing,0,Argo ,Erik Aadahl and Ethan Van der Ryn
2012,85,Sound Editing,0,Django Unchained ,Wylie Stateman
2012,85,Sound Editing,0,Life of Pi ,Eugene Gearty and Philip Stockton
2012,85,Sound Editing,1,Skyfall ,Per Hallberg and Karen Baker Landers
2012,85,Sound Editing,1,Zero Dark Thirty ,Paul N.J. Ottosson
2012,85,Sound Mixing,0,Argo ,"John Reitz, Gregg Rudloff and Jose Antonio Garcia"
2012,85,Sound Mixing,1,Les Misérables ,"Andy Nelson, Mark Paterson and Simon Hayes"
2012,85,Sound Mixing,0,Life of Pi ,"Ron Bartlett, D.M. Hemphill and Drew Kunin"
2012,85,Sound Mixing,0,Lincoln ,"Andy Nelson, Gary Rydstrom and Ronald Judkins"
2012,85,Sound Mixing,0,Skyfall ,"Scott Millan, Greg P. Russell and Stuart Wilson"
2012,85,Visual Effects,0,The Hobbit: An Unexpected Journey ,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White"
2012,85,Visual Effects,1,Life of Pi ,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott"
2012,85,Visual Effects,0,Marvel's The Avengers ,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick"
2012,85,Visual Effects,0,Prometheus ,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill"
2012,85,Visual Effects,0,Snow White and the Huntsman ,"Cedric Nicolas-Troyan, Philip Brennan, Neil Corbould and Michael Dawson"
2012,85,Writing (Adapted Screenplay),1,Argo ,Screenplay by Chris Terrio
2012,85,Writing (Adapted Screenplay),0,Beasts of the Southern Wild ,Screenplay by Lucy Alibar & Benh Zeitlin
2012,85,Writing (Adapted Screenplay),0,Life of Pi ,Screenplay by David Magee
2012,85,Writing (Adapted Screenplay),0,Lincoln ,Screenplay by Tony Kushner
2012,85,Writing (Adapted Screenplay),0,Silver Linings Playbook ,Screenplay by David O. Russell
2012,85,Writing (Original Screenplay),0,Amour ,Written by Michael Haneke
2012,85,Writing (Original Screenplay),1,Django Unchained ,Written by Quentin Tarantino
2012,85,Writing (Original Screenplay),0,Flight ,Written by John Gatins
2012,85,Writing (Original Screenplay),0,Moonrise Kingdom ,Written by Wes Anderson & Roman Coppola
2012,85,Writing (Original Screenplay),0,Zero Dark Thirty ,Written by Mark Boal
2012,85,Jean Hersholt Humanitarian Award,1,Jeffrey Katzenberg,
2012,85,Honorary Award,1,Hal Needham,
2012,85,Honorary Award,1,D.A. Pennebaker,
2012,85,Honorary Award,1,"George Stevens, Jr.",
2012,85,John A. Bonner Medal of Commendation,1,Bill Taylor,
2013,86,Actor in a Leading Role,0,Christian Bale,American Hustle
2013,86,Actor in a Leading Role,0,Bruce Dern,Nebraska
2013,86,Actor in a Leading Role,0,Leonardo DiCaprio,The Wolf of Wall Street
2013,86,Actor in a Leading Role,0,Chiwetel Ejiofor,12 Years a Slave
2013,86,Actor in a Leading Role,1,Matthew McConaughey,Dallas Buyers Club
2013,86,Actor in a Supporting Role,0,Barkhad Abdi,Captain Phillips
2013,86,Actor in a Supporting Role,0,Bradley Cooper,American Hustle
2013,86,Actor in a Supporting Role,0,Michael Fassbender,12 Years a Slave
2013,86,Actor in a Supporting Role,0,Jonah Hill,The Wolf of Wall Street
2013,86,Actor in a Supporting Role,1,Jared Leto,Dallas Buyers Club
2013,86,Actress in a Leading Role,0,Amy Adams,American Hustle
2013,86,Actress in a Leading Role,1,Cate Blanchett,Blue Jasmine
2013,86,Actress in a Leading Role,0,Sandra Bullock,Gravity
2013,86,Actress in a Leading Role,0,Judi Dench,Philomena
2013,86,Actress in a Leading Role,0,Meryl Streep,August: Osage County
2013,86,Actress in a Supporting Role,0,Sally Hawkins,Blue Jasmine
2013,86,Actress in a Supporting Role,0,Jennifer Lawrence,American Hustle
2013,86,Actress in a Supporting Role,1,Lupita Nyong'o,12 Years a Slave
2013,86,Actress in a Supporting Role,0,Julia Roberts,August: Osage County
2013,86,Actress in a Supporting Role,0,June Squibb,Nebraska
2013,86,Animated Feature Film,0,The Croods ,"Chris Sanders, Kirk DeMicco and Kristine Belson"
2013,86,Animated Feature Film,0,Despicable Me 2 ,"Chris Renaud, Pierre Coffin and Chris Meledandri"
2013,86,Animated Feature Film,0,Ernest & Celestine ,Benjamin Renner and Didier Brunner
2013,86,Animated Feature Film,1,Frozen ,"Chris Buck, Jennifer Lee and Peter Del Vecho"
2013,86,Animated Feature Film,0,The Wind Rises ,Hayao Miyazaki and Toshio Suzuki
2013,86,Cinematography,0,The Grandmaster ,Philippe Le Sourd
2013,86,Cinematography,1,Gravity ,Emmanuel Lubezki
2013,86,Cinematography,0,Inside Llewyn Davis ,Bruno Delbonnel
2013,86,Cinematography,0,Nebraska ,Phedon Papamichael
2013,86,Cinematography,0,Prisoners ,Roger A. Deakins
2013,86,Costume Design,0,American Hustle ,Michael Wilkinson
2013,86,Costume Design,0,The Grandmaster ,William Chang Suk Ping
2013,86,Costume Design,1,The Great Gatsby ,Catherine Martin
2013,86,Costume Design,0,The Invisible Woman ,Michael O'Connor
2013,86,Costume Design,0,12 Years a Slave ,Patricia Norris
2013,86,Directing,0,American Hustle ,David O. Russell
